repository,source,feature_category,subsystem,file_count,files
Apollon,PR #710,Apollon v3 to v4 migration support,standalone web application,1,standalone/webapp/eslint.config.mjs
Apollon,PR #710,Apollon v3 to v4 migration support,tests,27,library/tests/unit/CustomBackground.test.tsx; library/tests/unit/EdgeEndpointMarkers.test.tsx; library/tests/unit/EdgeTransformer.test.ts; library/tests/unit/bendHandles.test.ts; library/tests/unit/connection.test.ts; library/tests/unit/diagonalDuringDrag.test.ts; library/tests/unit/edgeUtils.test.ts; library/tests/unit/metadataStore.test.ts; standalone/webapp/tests/e2e/edge-decorations.spec.ts; standalone/webapp/tests/e2e/edge-fresh-bend.spec.ts; standalone/webapp/tests/e2e/edge-handle-hittest.spec.ts; standalone/webapp/tests/e2e/edge-handle-zoom.spec.ts; standalone/webapp/tests/e2e/edge-interactions.spec.ts; standalone/webapp/tests/e2e/edge-resize-gap.spec.ts; standalone/webapp/tests/e2e/node-handle-grid.spec.ts; standalone/webapp/tests/fixtures/package-edge.json; standalone/webapp/tests/fixtures/sfc-condition-edge.json; standalone/webapp/tests/fixtures/two-class-close.json; standalone/webapp/tests/fixtures/two-class-fresh-edge.json; standalone/webapp/tests/fixtures/two-class-no-edge.json; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/template-bridge.png; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/template-command.png; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/template-factory.png; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/template-observer.png; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/visual-bpmn.png; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/visual-class-diagram.png; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/visual-use-case-diagram.png
Apollon,PR #662,Standalone dashboard and routing,Other,3,.changeset/strong-forks-flow.md; CLAUDE.md; scripts/sync-library-version.mjs
Apollon,PR #662,Standalone dashboard and routing,SVG/export pipeline,2,standalone/webapp/src/hooks/useExportAsJSON.ts; standalone/webapp/src/utils/thumbnailSvg.ts
Apollon,PR #662,Standalone dashboard and routing,release/package/versioning files,1,pnpm-lock.yaml
Apollon,PR #662,Standalone dashboard and routing,standalone web application,68,standalone/webapp/index.html; standalone/webapp/package.json; standalone/webapp/src/App.tsx; standalone/webapp/src/components/APButton.tsx; standalone/webapp/src/components/AppLoadingScreen.tsx; standalone/webapp/src/components/DeferredToastContainer.tsx; standalone/webapp/src/components/home/DiagramCard.tsx; standalone/webapp/src/components/home/DiagramGallery.tsx; standalone/webapp/src/components/home/DiagramGallerySkeleton.tsx; standalone/webapp/src/components/home/DropdownFilterMenu.tsx; standalone/webapp/src/components/home/HomeFooter.tsx; standalone/webapp/src/components/home/MenuShell.tsx; standalone/webapp/src/components/home/SegmentedControl.tsx; standalone/webapp/src/components/home/diagramTypeMeta.tsx; standalone/webapp/src/components/modals/AboutModal.tsx; standalone/webapp/src/components/modals/HomeDialog.tsx; standalone/webapp/src/components/modals/LoadDiagramModal.tsx; standalone/webapp/src/components/modals/NewDiagramFromTemplateModal.tsx; standalone/webapp/src/components/modals/NewDiagramModal.tsx; standalone/webapp/src/components/modals/ShareDashboardModal.tsx; standalone/webapp/src/components/modals/ShareModal.tsx; standalone/webapp/src/components/modals/TemplateThumbnail.tsx; standalone/webapp/src/components/modals/index.ts; standalone/webapp/src/components/navbar/BackNav.tsx; standalone/webapp/src/components/navbar/BrandAndVersion.tsx; standalone/webapp/src/components/navbar/DesktopNavbar.tsx; standalone/webapp/src/components/navbar/HomeNavbar.tsx; standalone/webapp/src/components/navbar/JsonFileImportButton.tsx; standalone/webapp/src/components/navbar/MobileNavbar.tsx; standalone/webapp/src/components/navbar/NavbarFile.tsx; standalone/webapp/src/components/navbar/NavbarHelp.tsx; standalone/webapp/src/components/navbar/SnackbarMessage.tsx; standalone/webapp/src/components/navbar/ThemeSwitcher.tsx; standalone/webapp/src/components/navbar/VersionHistoryButton.tsx; standalone/webapp/src/components/navbar/styleConstants.ts; standalone/webapp/src/components/ui/button.tsx; standalone/webapp/src/components/versioning/UndoRestoreSnackbar.tsx; standalone/webapp/src/components/versioning/VersionPreviewBanner.tsx; standalone/webapp/src/constants/themings.json; standalone/webapp/src/constants/urls.ts; standalone/webapp/src/constants/version.ts; standalone/webapp/src/contexts/ModalContext.tsx; standalone/webapp/src/contexts/ModalProgressContext.tsx; standalone/webapp/src/contexts/index.ts; standalone/webapp/src/hooks/useBackTarget.ts; standalone/webapp/src/hooks/useDiagramIdFromPath.ts; standalone/webapp/src/hooks/useDiagramThumbnailWarmup.ts; standalone/webapp/src/hooks/useDocumentTitle.ts; standalone/webapp/src/hooks/useMinuteTick.ts; standalone/webapp/src/lib/navProvenance.ts; standalone/webapp/src/lib/utils.ts; standalone/webapp/src/pages/ApollonLocal.tsx; standalone/webapp/src/pages/ApollonWithConnection.tsx; standalone/webapp/src/pages/ErrorPage.tsx; standalone/webapp/src/pages/HomePage.tsx; standalone/webapp/src/pages/LegalPage.tsx; standalone/webapp/src/pages/index.ts; standalone/webapp/src/services/DiagramApiClient.ts; standalone/webapp/src/stores/usePersistenceModelStore.tsx; standalone/webapp/src/stores/useThemeStore.tsx; standalone/webapp/src/types/ModalTypes.ts; standalone/webapp/src/utils/idle.ts; standalone/webapp/src/utils/sharedDiagramLinks.ts; standalone/webapp/src/utils/sharedDiagramStorage.ts; standalone/webapp/src/utils/templateThumbnails.ts; standalone/webapp/src/utils/thumbnailTheme.ts; standalone/webapp/src/webapp.css; standalone/webapp/src/wrappers/ModalWrapper.tsx
Apollon,PR #662,Standalone dashboard and routing,tests,22,standalone/webapp/src/components/modals/ShareDashboardModal.test.tsx; standalone/webapp/src/pages/ApollonWithConnection.test.tsx; standalone/webapp/src/utils/sharedDiagramLinks.origin.test.ts; standalone/webapp/src/utils/sharedDiagramStorage.test.ts; standalone/webapp/tests/e2e/edge-decorations.spec.ts; standalone/webapp/tests/e2e/edge-fresh-bend.spec.ts; standalone/webapp/tests/e2e/edge-handle-hittest.spec.ts; standalone/webapp/tests/e2e/edge-handle-zoom.spec.ts; standalone/webapp/tests/e2e/edge-interactions.spec.ts; standalone/webapp/tests/e2e/edge-line-jump-integrity.spec.ts; standalone/webapp/tests/e2e/edge-line-jump.spec.ts; standalone/webapp/tests/e2e/edge-resize-gap.spec.ts; standalone/webapp/tests/e2e/editor.spec.ts; standalone/webapp/tests/e2e/home-page.spec.ts; standalone/webapp/tests/e2e/node-handle-grid.spec.ts; standalone/webapp/tests/e2e/version-history.spec.ts; standalone/webapp/tests/helpers/canvas.ts; standalone/webapp/tests/unit/idle.test.ts; standalone/webapp/tests/unit/navProvenance.test.ts; standalone/webapp/tests/unit/thumbnailTheme.test.ts; standalone/webapp/tests/visual/diagrams.visual.spec.ts; standalone/webapp/tests/visual/svg-export.visual.spec.ts
Apollon,PR #661,SVG export and rendering correctness,release/package/versioning files,1,package-lock.json
Apollon,PR #661,SVG export and rendering correctness,standalone web application,9,standalone/webapp/src/App.tsx; standalone/webapp/src/components/modals/LoadDiagramModal.tsx; standalone/webapp/src/components/modals/NewDiagramFromTemplateModal.tsx; standalone/webapp/src/components/modals/NewDiagramModal.tsx; standalone/webapp/src/components/modals/ShareModal.tsx; standalone/webapp/src/components/navbar/JsonFileImportButton.tsx; standalone/webapp/src/pages/ApollonLocal.tsx; standalone/webapp/src/pages/ApollonWithConnection.tsx; standalone/webapp/src/pages/ErrorPage.tsx
Apollon,PR #661,SVG export and rendering correctness,tests,6,standalone/webapp/tests/e2e/editor.spec.ts; standalone/webapp/tests/visual/diagrams.visual.spec.ts; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/template-bridge.png; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/template-factory.png; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/visual-bpmn.png; standalone/webapp/tests/visual/svg-export.visual.spec.ts
Apollon,PR #660,Assessment interaction fixes,Apollon library/editor,1,library/lib/hooks/useElementInteractions.ts
Apollon,PR #660,Assessment interaction fixes,release/package/versioning files,1,package-lock.json
Apollon,PR #659,Edge interaction and diagram usability,Apollon library/editor,4,library/lib/hooks/useConnect.ts; library/lib/hooks/useElementInteractions.ts; library/lib/hooks/useReconnect.ts; library/lib/typings.ts
Apollon,PR #659,Edge interaction and diagram usability,edge rendering and interaction,7,library/lib/components/toolbars/edgeToolBar/CustomEdgeToolBar.tsx; library/lib/edges/EdgeProps.ts; library/lib/edges/edgeMode.ts; library/lib/edges/edgeTypes/ClassDiagramEdge.tsx; library/lib/hooks/useStepPathEdge.ts; library/lib/utils/edgeRouting.ts; library/lib/utils/edgeUtils.ts
Apollon,PR #659,Edge interaction and diagram usability,release/package/versioning files,1,package-lock.json
Apollon,PR #659,Edge interaction and diagram usability,tests,3,library/tests/unit/CustomEdgeToolbar.test.tsx; library/tests/unit/edgeRouting.test.ts; library/tests/unit/edgeUtils.test.ts
Apollon,PR #656,Edge interaction and diagram usability,Apollon library/editor,3,library/lib/hooks/useConnect.ts; library/lib/hooks/useReconnect.ts; library/lib/typings.ts
Apollon,PR #656,Edge interaction and diagram usability,edge rendering and interaction,7,library/lib/components/toolbars/edgeToolBar/CustomEdgeToolBar.tsx; library/lib/edges/EdgeProps.ts; library/lib/edges/edgeMode.ts; library/lib/edges/edgeTypes/ClassDiagramEdge.tsx; library/lib/hooks/useStepPathEdge.ts; library/lib/utils/edgeRouting.ts; library/lib/utils/edgeUtils.ts
Apollon,PR #656,Edge interaction and diagram usability,release/package/versioning files,1,package-lock.json
Apollon,PR #656,Edge interaction and diagram usability,tests,8,library/tests/unit/CustomEdgeToolbar.test.tsx; library/tests/unit/edgeRouting.test.ts; library/tests/unit/edgeUtils.test.ts; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/template-bridge.png; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/template-factory.png; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/visual-bpmn.png; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/visual-class-diagram.png; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/visual-deployment-diagram.png
Apollon,PR #654,Release/versioning and ecosystem maintenance,release/package/versioning files,1,library/package.json
Apollon,PR #643,Artemis quiz generation integration,Apollon library/editor,5,library/lib/constants.ts; library/lib/hooks/useElementInteractions.ts; library/lib/store/diagramStore.ts; library/lib/styles/app.css; library/lib/utils/interactiveUtils.ts
Apollon,PR #643,Artemis quiz generation integration,Artemis assessment UI,2,library/lib/components/AssessmentSelectableElement.tsx; library/lib/components/wrapper/AssessmentSelectableWrapper.tsx
Apollon,PR #643,Artemis quiz generation integration,release/package/versioning files,2,library/package.json; package-lock.json
Apollon,PR #631,Release/versioning and ecosystem maintenance,release/package/versioning files,1,library/package.json
Apollon,PR #631,Release/versioning and ecosystem maintenance,standalone web application,2,standalone/server/package.json; standalone/webapp/package.json
Apollon,PR #630,Release/versioning and ecosystem maintenance,release/package/versioning files,1,.github/workflows/release-library.yml
Apollon,PR #630,Release/versioning and ecosystem maintenance,standalone web application,1,.github/workflows/release-standalone.yml
Apollon,PR #625,SVG export and rendering correctness,Apollon library/editor,8,library/lib/apollon-editor.tsx; library/lib/components/Sidebar.tsx; library/lib/hooks/useDiagramModifiable.ts; library/lib/store/diagramStore.ts; library/lib/store/metadataStore.ts; library/lib/typings.ts; library/lib/utils/interactiveUtils.ts; library/lib/utils/versionConverter.ts
Apollon,PR #625,SVG export and rendering correctness,Artemis assessment UI,1,library/lib/components/wrapper/AssessmentSelectableWrapper.tsx
Apollon,PR #625,SVG export and rendering correctness,SVG/export pipeline,1,library/lib/utils/exportUtils.ts
Apollon,PR #625,SVG export and rendering correctness,standalone web application,1,standalone/webapp/src/pages/ApollonPlayground.tsx
Apollon,PR #594,Edge interaction and diagram usability,Apollon library/editor,4,library/lib/constants.ts; library/lib/utils/index.ts; library/lib/utils/requiredInterfaceUtils.ts; library/lib/utils/versionConverter.ts
Apollon,PR #594,Edge interaction and diagram usability,Other,1,scripts/dev.mjs
Apollon,PR #594,Edge interaction and diagram usability,SVG/export pipeline,1,library/lib/utils/flatSvgExporter.ts
Apollon,PR #594,Edge interaction and diagram usability,edge rendering and interaction,4,library/lib/components/svgs/edges/InlineMarker.tsx; library/lib/edges/edgeTypes/ComponentDiagramEdge.tsx; library/lib/edges/edgeTypes/DeploymentDiagramEdge.tsx; library/lib/utils/edgeUtils.ts
Apollon,PR #594,Edge interaction and diagram usability,tests,9,library/tests/unit/edgeUtils.test.ts; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/template-bridge.png; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/template-factory.png; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/template-observer.png; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/visual-bpmn.png; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/visual-class-diagram.png; standalone/webapp/tests/visual/diagrams.visual.spec.ts-snapshots/visual-component-diagram.png; standalone/webapp/tests/visual/svg-export.visual.spec.ts-snapshots/svg-export-component-diagram.png; standalone/webapp/tests/visual/svg-export.visual.spec.ts-snapshots/svg-export-deployment-diagram.png
Apollon,PR #593,SVG export and rendering correctness,Other,2,.vscode/extensions.json; .vscode/settings.json
Apollon,PR #593,SVG export and rendering correctness,SVG/export pipeline,1,library/lib/utils/exportUtils.ts
